	id	reference	frame	x	y	w	h
3994	id06027	yFPJC22vZFk	16.0	0.297	0.189	0.536	0.715
3995	id06028	iltXKtmp2xU	1248.0	0.417	0.146	0.229	0.407
3996	id06029	dWy8FVyEVoE	4203.0	0.339	0.176	0.317	0.422
3997	id06038	G3Q7dE9jEMg	8015.0	0.159	0.268	0.398	0.707
3998	id06040	FzhKxMZ6Y5E	1300.0	0.293	0.304	0.393	0.523
3999	id06042	lXyXVZLAB6I	755.0	0.601	0.134	0.287	0.511
4000	id06044	002P9RNQ8Ic	1258.0	0.162	0.208	0.471	0.632
4001	id06045	rCqw4L0yuD4	717.0	0.361	0.139	0.258	0.386
4002	id06046	qe9tYkS8t34	13171.0	0.321	0.194	0.334	0.446
4003	id06049	_qDnDk93cgw	1078.0	0.268	0.26	0.312	0.554
4004	id06050	zCUv3B4hyBg	3292.0	0.303	0.187	0.415	0.738
4005	id06051	HUlamj7l__A	726.0	0.246	0.384	0.277	0.506
4006	id06052	pCrY56ZrwSQ	15581.0	0.438	0.213	0.263	0.468
4007	id06054	dlukGx5F7_U	4521.0	0.622	0.232	0.154	0.274
4008	id06055	UV6fv8ZNY3s	351.0	0.171	0.168	0.449	0.599
4009	id06056	QxScTGBHOvk	3359.0	0.214	0.181	0.319	0.568
4010	id06058	SBQWKB2YcAQ	5689.0	0.263	0.167	0.414	0.736
4011	id06059	5b_e38qFQBk	16234.0	0.705	0.233	0.16	0.285
4012	id06060	An6fIMWbKMA	234.0	0.432	0.116	0.247	0.44
4013	id06061	lKBqj-qRVfw	1485.0	0.451	0.174	0.243	0.432
4014	id06062	X9u92COHghM	4884.0	0.302	0.167	0.418	0.557
4015	id06064	RefzdVhaW_8	5461.0	0.199	0.148	0.215	0.383
4016	id06065	QG0gfu1ByOs	2713.0	0.357	0.131	0.211	0.378
4017	id06066	X3CZsU8mQu8	5828.0	0.366	0.277	0.386	0.579
4018	id06067	3TDi3BySNjk	1032.0	0.204	0.153	0.219	0.39
4019	id06068	Z2_8RdumLfA	566.0	0.19	0.187	0.382	0.678
4020	id06070	jHevhUHqKsg	3706.0	0.329	0.203	0.405	0.54
4021	id06071	T2V22HEGN74	132.0	0.412	0.109	0.264	0.469
4022	id06073	7kOVi966BHA	6451.0	0.486	0.2	0.138	0.246
4023	id06081	CWSGdoLymuk	1855.0	0.503	0.237	0.239	0.425
4024	id06084	bf6Dp7X9rcc	1105.0	0.062	0.324	0.384	0.683
4025	id06086	LYNgtGaHIAs	888.0	0.502	0.133	0.237	0.398
4026	id06087	nz-MZR_mQPQ	16762.0	0.117	0.36	0.107	0.19
4027	id06092	C8Au6uux2XM	908.0	0.399	0.201	0.396	0.705
4028	id06095	SoADZun6flY	9839.0	0.308	0.191	0.347	0.617
4029	id06096	nGrrE6zFOAQ	2653.0	0.329	0.097	0.476	0.846
4030	id06097	xMVkA_6yizI	577.0	0.228	0.386	0.332	0.443
4031	id06103	McZbH6hkCes	5642.0	0.328	0.142	0.315	0.56
4032	id06104	G9M0c2Z2psU	520.0	0.163	0.238	0.182	0.323
4033	id06105	1AmUOXmaobk	2528.0	0.322	0.4	0.213	0.378
4034	id06106	5nyb4ynsyHU	2038.0	0.359	0.054	0.578	1.028
4035	id06107	GSxjbTuExew	4215.0	0.429	0.179	0.303	0.54
4036	id06108	kwyx2ujPuhw	1816.0	0.336	0.275	0.353	0.47
4037	id06109	gD40-0f4q1Y	7306.0	0.363	0.179	0.423	0.564
4038	id06110	HwppWhdJu1I	2860.0	0.228	0.192	0.382	0.679
4039	id06111	cA8UTjKAwwE	260.0	0.18	0.191	0.153	0.273
4040	id06112	jtnbFWJMhUI	3024.0	0.398	0.229	0.372	0.496
4041	id06113	LiPsunfniBc	6186.0	0.114	0.186	0.677	0.902
4042	id06114	_-iOtRlDbzQ	5906.0	0.338	0.174	0.308	0.548
4043	id06115	LPznkBlEKY8	2713.0	0.257	0.141	0.341	0.606
4044	id06116	SLlzv5c24VU	4464.0	0.199	0.165	0.175	0.311
4045	id06117	3pnXxNJnUro	716.0	0.644	0.118	0.156	0.278
4046	id06118	IG5bb64gIxo	791.0	0.136	0.178	0.284	0.505
4047	id06119	P_pzIYGBI98	7296.0	0.567	0.198	0.317	0.564
4048	id06120	DQQlzkortjI	2647.0	0.472	0.134	0.379	0.674
4049	id06121	9T3XpwLlynw	52077.0	0.288	0.241	0.392	0.522
4050	id06122	QSYEFwgOgWg	2049.0	0.26	0.223	0.51	0.625
4051	id06124	6xcb7ooWq18	1954.0	0.51	0.14	0.248	0.441
4052	id06128	JMpsMM4Fk7Y	6272.0	0.397	0.248	0.283	0.502
4053	id06130	KIIFXei6d-8	2584.0	0.529	0.256	0.262	0.465
4054	id06131	DB9ct02qnUA	2074.0	0.293	0.213	0.354	0.63
4055	id06133	5svp8ZyLamA	4226.0	0.251	0.206	0.29	0.516
4056	id06134	zH63q2cb3MU	2294.0	0.356	0.155	0.233	0.415
4057	id06135	OBgBfgkyDEs	6007.0	0.349	0.184	0.521	0.926
4058	id06138	i7zCwvywnXs	13951.0	0.337	0.175	0.296	0.54
4059	id06139	tAcE39WWgzc	32578.0	0.467	0.261	0.344	0.459
4060	id06140	iuNobZ7VF1U	301.0	0.359	0.204	0.237	0.421
4061	id06142	eyjd4SMYyVQ	2866.0	0.212	0.169	0.312	0.554
4062	id06143	yUCN--BxMf0	2580.0	0.198	0.272	0.456	0.81
4063	id06145	NdOROReVmr4	2380.0	0.27	0.179	0.321	0.393
4064	id06146	PNjUrQrC4R4	1584.0	0.354	0.239	0.352	0.626
4065	id06148	psswYwZmHx0	601.0	0.649	0.232	0.254	0.452
4066	id06152	FpBJMzrzd_4	559.0	0.465	0.086	0.327	0.58
4067	id06154	x4uQ0YEkKgU	210.0	0.345	0.173	0.21	0.374
4068	id06155	PlCM35rfh8w	2339.0	0.45	0.294	0.304	0.415
4069	id06156	gBvAqtqzXik	2415.0	0.581	0.056	0.199	0.354
4070	id06158	C6FpHdewEzA	8691.0	0.197	0.087	0.256	0.454
4071	id06159	88bHTkw6UMY	144.0	0.454	0.127	0.31	0.552
4072	id06161	H7ubKmCBGb0	2615.0	0.223	0.175	0.327	0.594
4073	id06162	dIl1hMu1Wgs	4802.0	0.465	0.227	0.127	0.226
4074	id06163	H8kMHXUwkc4	1732.0	0.247	0.176	0.363	0.646
4075	id06164	uryApoUY8VU	206.0	0.311	0.202	0.333	0.593
4076	id06165	PnuNEZIUICo	227.0	0.349	0.208	0.431	0.767
4077	id06166	y3qhRsm10Nw	1503.0	0.37	0.194	0.393	0.7
4078	id06168	ksGAzHEz1l4	8602.0	0.223	0.135	0.199	0.354
4079	id06172	cGBkBqFxDow	1242.0	0.361	0.215	0.411	0.548
4080	id06173	bHnrV_Y6rxw	405.0	0.367	0.212	0.328	0.584
4081	id06174	Pw4BYkk73gQ	5403.0	0.272	0.221	0.336	0.599
4082	id06176	GZyfAG9-xBI	1665.0	0.227	0.197	0.343	0.61
4083	id06178	a36a-9CKZ1U	1836.0	0.438	0.188	0.423	0.752
4084	id06183	4Bdqyoh2ifI	1407.0	0.497	0.195	0.258	0.458
4085	id06184	1RZojnN4sfw	2981.0	0.295	0.222	0.341	0.606
4086	id06185	fQU-ZkX5TjI	8645.0	0.262	0.235	0.321	0.428
4087	id06188	BBNLjlbvvrE	17455.0	0.167	0.18	0.387	0.484
4088	id06189	UOL5acz90GU	1111.0	0.275	0.222	0.251	0.446
4089	id06191	IwGjtARU5xY	7102.0	0.284	0.135	0.243	0.432
4090	id06194	I7CdOiXiNzI	2897.0	0.293	0.29	0.418	0.557
4091	id06195	p8TKL9YAQV0	7097.0	0.312	0.232	0.353	0.628
4092	id06196	49DwmXp9Uzo	10.0	0.421	0.246	0.153	0.273
4093	id06197	8MAbaggEXuo	1422.0	0.187	0.23	0.292	0.52
4094	id06199	oF-xg9O0kiw	8.0	0.297	0.168	0.483	0.858
4095	id06200	bXt1mM-bQ1o	8089.0	0.397	0.195	0.301	0.401
4096	id06202	shVm74QpxsQ	1786.0	0.423	0.158	0.275	0.489
4097	id06203	ii3GgBzUwxA	16354.0	0.224	0.139	0.185	0.33
4098	id06206	hmy_sh6AASA	922.0	0.41	0.308	0.347	0.616
4099	id06207	eYtobUq5ITk	10835.0	0.205	0.111	0.267	0.475
4100	id06209	a_65cw09BjY	9653.0	0.216	0.239	0.426	0.757
4101	id06210	cQuuB5cvTq8	4448.0	0.371	0.175	0.303	0.54
4102	id06211	cSu5QMvZ97s	420.0	0.193	0.224	0.369	0.654
4103	id06212	4qldGi5iIOE	4606.0	0.253	0.237	0.428	0.76
4104	id06213	ayZG5hzyq8g	3149.0	0.518	0.184	0.134	0.238
4105	id06214	ashhOH6XMIk	560.0	0.282	0.248	0.344	0.611
4106	id06215	bHdgLZ0ZwJQ	4470.0	0.269	0.264	0.55	0.483
4107	id06216	2jzKLo0pZ2s	2251.0	0.746	0.152	0.138	0.248
4108	id06217	A0ng1C2mRZs	922.0	0.316	0.178	0.269	0.478
4109	id06218	O_SM78lkzkc	1648.0	0.284	0.228	0.337	0.6
4110	id06220	oIhJBsFjQxY	1726.0	0.431	0.179	0.176	0.314
4111	id06221	Epzz60uLb0o	3809.0	0.339	0.109	0.429	0.763
4112	id06222	MUknRuQ9w5k	7476.0	0.176	0.185	0.19	0.337
4113	id06225	JdYKAz_V2Ho	1176.0	0.369	0.188	0.407	0.61
4114	id06226	puGho32nAEM	20.0	0.323	0.209	0.366	0.458
4115	id06227	ICQAKKoTV-U	2241.0	0.479	0.246	0.299	0.531
4116	id06228	9mwqT-fYt9Q	9936.0	0.243	0.278	0.313	0.558
4117	id06229	4xJ9JaKU6QY	7702.0	0.36	0.079	0.26	0.464
4118	id06231	KFlz0HNxR64	156.0	0.24	0.095	0.288	0.512
4119	id06232	AiXktsmCMGE	1133.0	0.361	0.126	0.257	0.457
4120	id06233	YnR-D1NY0-Q	1503.0	0.397	0.232	0.283	0.602
4121	id06234	gwgDKRZtQsc	373.0	0.133	0.138	0.438	0.779
4122	id06235	k7GOSDGAuQ0	15600.0	0.582	0.168	0.213	0.284
4123	id06236	jUiRKPpLpic	2236.0	0.546	0.211	0.294	0.52
4124	id06237	8NUggdR6QeI	258.0	0.319	0.197	0.444	0.593
4125	id06238	clQ1V6vIDPc	6433.0	0.205	0.255	0.174	0.31
4126	id06239	WVNtrHFW2PI	52419.0	0.177	0.224	0.203	0.362
4127	id06242	kLVZGGCWhV0	1394.0	0.192	0.242	0.331	0.589
4128	id06244	jZXzm1LXvp0	1080.0	0.323	0.269	0.215	0.381
4129	id06245	2dlC4qPXBvI	5960.0	0.388	0.194	0.331	0.589
4130	id06246	U_tU39voFQY	5159.0	0.35	0.231	0.271	0.483
4131	id06247	ZN0Q1aXyTW0	11508.0	0.408	0.198	0.222	0.394
4132	id06248	E0Rse1PpVKQ	727.0	0.471	0.208	0.205	0.364
4133	id06249	ZMb04hW7tTs	7060.0	0.666	0.129	0.217	0.289
4134	id06250	rfFkQ6aw2ks	8436.0	0.648	0.179	0.148	0.27
4135	id06251	oh0EevJ6LJM	5839.0	0.567	0.136	0.235	0.417
4136	id06252	LuwU4rdHJAw	239.0	0.225	0.207	0.355	0.631
4137	id06254	yP-6hXbXXcE	459.0	0.382	0.211	0.249	0.442
4138	id06255	b7lcDu4A3T8	430.0	0.155	0.368	0.151	0.269
4139	id06256	Df1yNFCY4Yw	2160.0	0.219	0.173	0.283	0.515
4140	id06258	wZ8UJUSN5oE	2578.0	0.318	0.21	0.212	0.377
4141	id06261	47uK06bxIA8	336.0	0.103	0.373	0.266	0.473
4142	id06262	QwEFwWfR1Fg	5340.0	0.391	0.224	0.306	0.544
4143	id06263	ZZl9OyFmFzk	4125.0	0.371	0.314	0.255	0.465
4144	id06264	fISwmwSpxsI	3756.0	0.364	0.198	0.142	0.253
4145	id06265	dvDy5UqhiZA	1576.0	0.33	0.142	0.312	0.548
4146	id06267	EXkTYr19xmg	18015.0	0.425	0.145	0.33	0.44
4147	id06268	7bf5fuD_cZs	3035.0	0.428	0.226	0.203	0.36
4148	id06269	LdGai72Tt8Y	775.0	0.212	0.186	0.192	0.342
4149	id06270	Yf1K0o277kk	3039.0	0.171	0.257	0.376	0.669
4150	id06274	toeNL1HO9f0	1247.0	0.175	0.194	0.491	0.873
4151	id06275	I8n-fqwiS6M	7670.0	0.241	0.172	0.32	0.427
4152	id06276	RuesndvTXVs	2063.0	0.308	0.132	0.31	0.414
4153	id06277	pKkANXhBQOE	8071.0	0.054	0.27	0.586	0.781
4154	id06278	b081pviLrA4	3057.0	0.061	0.185	0.776	1.035
4155	id06279	b8rLaAUSO7Q	2327.0	0.334	0.226	0.365	0.649
4156	id06280	V8sVBFxffgU	889.0	0.267	0.201	0.458	0.611
4157	id06288	KvFZK7VYeKI	1013.0	0.274	0.114	0.42	0.747
4158	id06289	5XdmhoX4tE0	1560.0	0.395	0.242	0.128	0.233
4159	id06292	BenROXSSdY0	1310.0	0.388	0.224	0.416	0.521
4160	id06293	1nsSjkvnnMc	2328.0	0.225	0.23	0.536	0.627
4161	id06295	ud4Xj1fOvyE	3906.0	0.113	0.237	0.215	0.381
4162	id06297	eZHAV93MeQU	1341.0	0.289	0.23	0.279	0.496
4163	id06298	I9kXyN-BjGk	3459.0	0.45	0.227	0.285	0.38
4164	id06299	UNRcjPRQy_o	339.0	0.448	0.266	0.157	0.279
4165	id06301	4DtLU0bLFWk	5178.0	0.367	0.128	0.309	0.549
4166	id06302	TDS4bkStPq4	677.0	0.208	0.184	0.267	0.475
4167	id06303	wBwpxXMs7CI	1817.0	0.287	0.21	0.412	0.549
4168	id06304	DmZk-a3_YXk	216.0	0.237	0.214	0.299	0.531
4169	id06307	q4eEFbJlkgI	4162.0	0.348	0.147	0.241	0.328
4170	id06310	9oc_LSlFWfE	2177.0	0.213	0.313	0.322	0.43
4171	id06311	AGaT6D65MRI	2355.0	0.674	0.238	0.156	0.278
4172	id06319	92W9ukdUV7g	4023.0	0.308	0.18	0.311	0.425
4173	id06320	yUlH3KwwtIU	5198.0	0.359	0.199	0.456	0.81
4174	id06321	O1niywWLmcc	3153.0	0.318	0.148	0.293	0.521
4175	id06322	mgTHaAFxyRs	1110.0	0.111	0.253	0.261	0.348
4176	id06323	9PNejTtrfH0	961.0	0.088	0.232	0.232	0.421
4177	id06324	gCgUV1dxkKk	4798.0	0.248	0.192	0.356	0.446
4178	id06328	JWx-P-KFSUE	5253.0	0.495	0.217	0.187	0.249
4179	id06331	nAqCHxCE9W0	9269.0	0.414	0.142	0.419	0.559
4180	id06332	m_dExMsDQzU	2499.0	0.084	0.111	0.464	0.825
4181	id06333	FkKslz42k5E	3976.0	0.268	0.232	0.531	0.707
4182	id06334	HbsNkYtnMK0	16735.0	0.421	0.105	0.296	0.526
4183	id06335	E8lwhDAG_BU	15.0	0.449	0.217	0.225	0.4
4184	id06336	8eA1hSh9_mU	1061.0	0.271	0.282	0.181	0.321
4185	id06338	XKWM6E1oI2s	35.0	0.288	0.16	0.269	0.478
4186	id06339	4vEywoJ5Vjk	7841.0	0.464	0.123	0.134	0.238
4187	id06340	03LF6eJlfVY	3545.0	0.392	0.163	0.237	0.422
4188	id06341	nTVbuPe7DVo	11633.0	0.382	0.154	0.306	0.407
4189	id06342	nVdqBZyDEoc	7171.0	0.422	0.199	0.292	0.519
4190	id06343	IX4ZxL7GB2M	28222.0	0.353	0.177	0.295	0.442
4191	id06344	3GHOJYaa1Ss	9830.0	0.291	0.125	0.351	0.625
4192	id06346	5dyPMpo3JIM	1038.0	0.386	0.27	0.327	0.581
4193	id06347	wRRTFj5_BYI	6185.0	0.208	0.261	0.231	0.309
4194	id06349	qihl5vPtWa8	1771.0	0.322	0.231	0.398	0.59
4195	id06350	FRIzYKcGdnU	4416.0	0.515	0.206	0.225	0.401
4196	id06351	hr_EY9cc5Jw	11606.0	0.316	0.191	0.364	0.496
4197	id06353	DBR_yHA1N0g	2022.0	0.36	0.291	0.312	0.416
4198	id06354	tsYrJinpgSY	7859.0	0.32	0.177	0.264	0.36
4199	id06355	3mQAVoowkOY	1231.0	0.264	0.276	0.117	0.156
4200	id06356	HbVlELyDI_A	2277.0	0.537	0.133	0.232	0.412
4201	id06357	7xfFIdzKyLY	376.0	0.279	0.149	0.472	0.838
4202	id06358	vPhiBazkhMU	10394.0	0.307	0.223	0.235	0.419
4203	id06360	hDMgj4lDQWY	3920.0	0.343	0.268	0.358	0.537
4204	id06361	0z7bb6S7rCc	1182.0	0.312	0.051	0.417	0.742
4205	id06362	OFYsl8L8bkw	17438.0	0.427	0.229	0.296	0.395
4206	id06364	lfy066bsnIk	9096.0	0.326	0.233	0.448	0.598
4207	id06368	gTCM83gxIX4	342.0	0.268	0.214	0.24	0.426
4208	id06370	oFZXf4D9MmI	1002.0	0.524	0.095	0.322	0.572
4209	id06371	e1cfns6F2a4	1908.0	0.472	0.242	0.24	0.426
4210	id06375	Ntt_HpKfViQ	3234.0	0.408	0.206	0.278	0.495
4211	id06376	t9OMr988dgA	3703.0	0.353	0.206	0.452	0.804
4212	id06377	VZcpBO-stbY	20207.0	0.55	0.159	0.363	0.484
4213	id06378	J_4KH7xXWH4	3873.0	0.332	0.246	0.234	0.416
4214	id06379	jGJ5K_cuXjQ	2188.0	0.588	0.105	0.29	0.516
4215	id06380	mUIdtQGD4vM	1071.0	0.667	0.371	0.219	0.389
4216	id06381	PWhbwPsZX6s	1931.0	0.573	0.308	0.256	0.454
4217	id06382	zagX_jI47E8	987.0	0.417	0.261	0.201	0.268
4218	id06383	0Ic7r7_Wtx8	3143.0	0.416	0.127	0.252	0.448
4219	id06384	VuTHngw5ifY	996.0	0.398	0.204	0.317	0.564
4220	id06385	6d5h_vP-ViY	5288.0	0.222	0.204	0.499	0.665
4221	id06386	vmBRrQ1sTIc	63.0	0.279	0.519	0.273	0.485
4222	id06388	LOAw_Ugsjk8	670.0	0.399	0.202	0.219	0.39
4223	id06389	c0IEr9Dzd-w	770.0	0.31	0.292	0.313	0.417
4224	id06390	rKqucUwNJi4	1816.0	0.315	0.218	0.378	0.673
4225	id06392	psrgRffyIKU	1673.0	0.441	0.195	0.392	0.698
4226	id06393	4R76n2TTR4E	726.0	0.353	0.103	0.365	0.644
4227	id06394	XLfGTQrwNV4	6971.0	0.238	0.203	0.373	0.663
4228	id06395	R5Hm09WFgFg	747.0	0.173	0.148	0.263	0.468
4229	id06396	uQ_jIJEoGmg	388.0	0.362	0.156	0.374	0.499
4230	id06397	r-O1ngCobks	2773.0	0.195	0.303	0.069	0.122
4231	id06398	hperbZlAay8	13156.0	0.32	0.284	0.186	0.249
4232	id06399	fofjU-lQItI	94.0	0.586	0.288	0.222	0.394
4233	id06400	akc1UMFuN9Y	511.0	0.362	0.199	0.29	0.515
4234	id06403	cKjyWUB4H44	2570.0	0.684	0.184	0.153	0.272
4235	id06404	NK8Q5HRC1ZA	8980.0	0.396	0.318	0.269	0.478
4236	id06405	LJLZ3-PokQY	2083.0	0.344	0.177	0.294	0.523
4237	id06406	5L4310jjT4s	2348.0	0.073	0.151	0.647	0.863
4238	id06408	CKF0NxAM1bc	106.0	0.397	0.146	0.279	0.496
4239	id06409	zmhl3I7G1wk	1365.0	0.399	0.157	0.356	0.635
4240	id06411	dITGm39CZpo	430.0	0.47	0.135	0.245	0.436
4241	id06412	YJgKEXfpo8Q	1580.0	0.464	0.064	0.355	0.631
4242	id06413	7mMuwAwRDRg	359.0	0.407	0.171	0.112	0.199
4243	id06414	hPtw-Q5Rucg	4127.0	0.391	0.349	0.233	0.415
4244	id06415	EPoVrOEgbjI	1229.0	0.543	0.29	0.14	0.249
4245	id06416	qPBxhtslx6w	1629.0	0.197	0.166	0.282	0.501
4246	id06417	8KB4w2CfDTs	1856.0	0.414	0.098	0.54	0.96
4247	id06418	wZN180dk1_s	82.0	0.547	0.112	0.142	0.252
4248	id06422	9y0vD9eYmFo	324.0	0.218	0.174	0.334	0.446
4249	id06423	2UTiSul8rnY	13174.0	0.2	0.203	0.479	0.638
4250	id06424	TqBCCujTUqk	465.0	0.082	0.072	0.343	0.61
4251	id06425	50r-nhd0OK0	1836.0	0.266	0.176	0.14	0.248
4252	id06426	V7RObFDg1Lg	437.0	0.281	0.088	0.363	0.646
4253	id06427	_NDpLZg0j2w	1709.0	0.426	0.184	0.194	0.346
4254	id06428	9N2mfOCLbXk	5289.0	0.627	0.095	0.155	0.275
4255	id06429	9ZK0hbwAp-g	1581.0	0.256	0.155	0.434	0.772
4256	id06430	1gn5BNymMUA	1308.0	0.345	0.219	0.285	0.507
4257	id06431	T31jfRa4Ywo	10113.0	0.378	0.163	0.265	0.353
4258	id06432	vp3zXnD_pq8	3180.0	0.68	0.208	0.099	0.177
4259	id06434	JbLWamyMJXo	5954.0	0.341	0.149	0.24	0.427
4260	id06435	WsIbVqVbCNY	4540.0	0.224	0.179	0.128	0.228
4261	id06436	ctPBkU6giRQ	2133.0	0.429	0.251	0.238	0.423
4262	id06437	gEMXUW_G3xQ	2467.0	0.375	0.21	0.412	0.549
4263	id06438	z7qwosocGVs	589.0	0.61	0.183	0.14	0.249
4264	id06439	COYn4WdyT7g	1460.0	0.345	0.203	0.23	0.409
4265	id06440	GBsv7EgKzKQ	465.0	0.495	0.161	0.362	0.483
4266	id06443	3PT53tYSgqI	11818.0	0.455	0.148	0.321	0.428
4267	id06445	oAeavJaoHp4	1204.0	0.58	0.323	0.219	0.274
4268	id06446	dayyB-Xa4yY	9265.0	0.514	0.218	0.238	0.423
4269	id06447	7EDXqTjJjD4	1710.0	0.251	0.309	0.404	0.505
4270	id06448	nrTFKzdg9E0	1694.0	0.276	0.193	0.338	0.602
4271	id06449	oUbbSW3mbSM	4843.0	0.684	0.251	0.132	0.236
4272	id06450	dPgBRyJwT00	154.0	0.253	0.329	0.372	0.496
4273	id06453	jzn0KOLrarw	5128.0	0.214	0.178	0.216	0.384
4274	id06454	eYDecnJMnzs	208.0	0.059	0.204	0.297	0.528
4275	id06456	E4WI6AD27Ro	2161.0	0.304	0.258	0.422	0.749
4276	id06457	rO7uI6aBaT8	3435.0	0.412	0.145	0.306	0.544
4277	id06459	j95811jmey4	4960.0	0.264	0.227	0.489	0.652
4278	id06462	iqVtMRCQqqE	2937.0	0.282	0.181	0.258	0.459
4279	id06465	Unf1zZQOrqY	1666.0	0.334	0.113	0.284	0.504
4280	id06467	FDYTuxMF-5Y	1247.0	0.354	0.147	0.415	0.737
4281	id06468	udO16JMOKMQ	402.0	0.283	0.226	0.341	0.606
4282	id06469	M4WTs6sbkGo	6494.0	0.186	0.228	0.178	0.316
4283	id06470	XoAiqCrOlyk	17317.0	0.395	0.074	0.557	0.836
4284	id06471	gXNlIGct5FI	4287.0	0.357	0.245	0.264	0.468
4285	id06472	qsdi9wSifOA	1684.0	0.446	0.202	0.287	0.511
4286	id06474	2e034It6Y_M	3256.0	0.341	0.191	0.334	0.595
4287	id06476	W7DszBZLqjA	3970.0	0.533	0.161	0.152	0.269
4288	id06477	Uh22FDd3QJQ	2178.0	0.297	0.115	0.19	0.338
4289	id06478	eoSuyaUgqCg	304.0	0.389	0.203	0.356	0.632
4290	id06479	Udn2YvgWMok	393.0	0.382	0.072	0.139	0.247
4291	id06480	A301QfBlAdk	11427.0	0.446	0.292	0.277	0.494
4292	id06481	2ppDTS_I6kM	3600.0	0.301	0.124	0.187	0.332
4293	id06482	6K_ZU177ArA	4889.0	0.165	0.329	0.076	0.136
4294	id06483	Y58xQAgZCIk	6300.0	0.361	0.211	0.385	0.685
4295	id06484	61pW_b9p1rU	983.0	0.456	0.268	0.248	0.441
4296	id06485	6_5mA7nF56I	2359.0	0.303	0.309	0.311	0.554
4297	id06486	7ZVqTWW3xEs	1624.0	0.322	0.234	0.307	0.41
4298	id06487	r3AL5QRnNqc	6703.0	0.281	0.296	0.298	0.406
4299	id06489	RFKPdR_aL3s	895.0	0.306	0.287	0.366	0.71
4300	id06490	AzW9I2H7q8U	138.0	0.333	0.167	0.199	0.353
4301	id06491	O7jqDrgNGUA	2293.0	0.373	0.177	0.358	0.637
4302	id06493	9wDhebk4PyE	159.0	0.596	0.368	0.103	0.183
4303	id06494	bJQoPgWEo_8	1846.0	0.396	0.209	0.468	0.832
4304	id06495	9Mvvgf0LRh8	885.0	0.292	0.244	0.251	0.447
4305	id06496	iPA1a3LXEI4	15626.0	0.484	0.305	0.103	0.183
4306	id06497	Sp98HYXlg_Q	11851.0	0.431	0.192	0.129	0.23
4307	id06498	X8SQsaXtXwM	6756.0	0.475	0.182	0.321	0.57
4308	id06499	ZdeGtkXr8Co	1706.0	0.115	0.153	0.334	0.594
4309	id06500	rgns33T_3xI	707.0	0.112	0.202	0.331	0.442
4310	id06502	zqul8MlHLB4	1992.0	0.364	0.205	0.281	0.499
4311	id06503	zClYWmjrvxk	2598.0	0.512	0.145	0.249	0.442
4312	id06504	fZ2OsS2TsgU	616.0	0.577	0.249	0.168	0.299
4313	id06505	heN8_iZQd48	9030.0	0.063	0.252	0.605	0.741
4314	id06506	Qp5h3qBMSm0	2352.0	0.328	0.131	0.32	0.569
4315	id06507	IMVcVh28bkY	7748.0	0.455	0.262	0.293	0.521
4316	id06509	v8mV3nNnZUY	1451.0	0.269	0.246	0.225	0.4
4317	id06511	rtdYwRz2pZQ	4241.0	0.656	0.162	0.237	0.421
4318	id06516	uNnhtlNk75c	3135.0	0.305	0.054	0.27	0.481
4319	id06517	SvLiAP4uMOc	2331.0	0.606	0.236	0.196	0.348
4320	id06518	2geQFs_QXMs	1096.0	0.335	0.258	0.327	0.436
4321	id06519	Kjibfl1WXGk	1611.0	0.398	0.206	0.353	0.628
4322	id06520	3dHBKvi0O5A	6309.0	0.679	0.299	0.19	0.253
4323	id06524	1z0I1lF2NV0	1927.0	0.451	0.201	0.09	0.159
4324	id06526	SvCdyNuKfQ8	2598.0	0.215	0.265	0.297	0.528
4325	id06528	IqIrIiQk2yM	8221.0	0.227	0.214	0.356	0.633
4326	id06529	PnY498UVQUQ	15768.0	0.359	0.166	0.257	0.457
4327	id06530	Nrq71pY3JF8	143.0	0.267	0.181	0.63	0.788
4328	id06531	VKIoGR6uSl0	2528.0	0.309	0.234	0.39	0.52
4329	id06535	JKuI1_j88mo	9792.0	0.32	0.134	0.378	0.672
4330	id06536	0TssmOhosxY	1471.0	0.059	0.084	0.517	0.92
4331	id06537	EwLSFjfXePY	3408.0	0.372	0.206	0.278	0.495
4332	id06538	t8_ngLinrvQ	14881.0	0.121	0.128	0.645	0.86
4333	id06539	gVF0hfmkdu4	960.0	0.423	0.071	0.21	0.373
4334	id06541	PP0xYZdltYQ	1389.0	0.384	0.242	0.23	0.409
4335	id06544	uxWA_AnWfoE	1282.0	0.028	0.192	0.325	0.578
4336	id06547	M1bg0Ra3pTo	742.0	0.597	0.156	0.206	0.365
4337	id06548	eKHjQlkpwVo	9478.0	0.37	0.165	0.344	0.611
4338	id06550	MCQY8k1RHQc	1248.0	0.252	0.245	0.156	0.209
4339	id06551	bo9UaHN2Sic	2080.0	0.406	0.277	0.19	0.253
4340	id06552	JnONEI_C9Zw	2445.0	0.438	0.191	0.276	0.49
4341	id06553	RwjpSY3-tN4	12526.0	0.634	0.184	0.13	0.231
4342	id06554	baKJoa_dwnc	2787.0	0.475	0.134	0.237	0.419
4343	id06555	M4XowBJ4F50	589.0	0.381	0.116	0.328	0.583
4344	id06556	FGwyr7KERUo	838.0	0.173	0.219	0.506	0.899
4345	id06557	V5f-X-3u56c	1248.0	0.34	0.171	0.351	0.623
4346	id06559	Z0PIWLnKCVk	2753.0	0.291	0.193	0.291	0.388
4347	id06560	Jm1Yy4kF4UY	8274.0	0.414	0.164	0.349	0.62
